Name_of_Business,Webpage,Business_Website,Description_Short,Description_Long,Description_Complete,Category,Language_Spoken,Business_Address,Business_City,Email,Phone,Facebook_Page,Instagram_Page,Source
S&N KLEANING SERVICES LLC,https://www.blackownedmaine.com/bom-listing/sn-kleaning-services-llc/,NA,NA,"S&N Kleaning Services LLC is here to create a healthy comfortable environment for our clients along with the highest level of quality and customer service. The services we provide range from; standard, moving in/out, spring cleaning, and deep cleaning. All of our cleaning services include a consultation in which we come to your home and price the work.","S&N Kleaning Services strive to provide good quality service to achieve what our customers desire thus to exceed their expectations. Our services include standard,deep,move in/out ,spring cleaning",Home & Commercial,English,"Portland, Maine","Portland, Maine",snkleaningservices@gmail.com,6032053916,https://www.facebook.com/SN-Kleaning-Services-LLC-101169012516384,https://www.instagram.com/s.n_kleaning_services/,Black Owned Maine
Solar Power New England,https://www.blackownedmaine.com/bom-listing/solar-power-new-england/,https://www.solarpowernewengland.com/,"Experience Black-owned solar experts in Gorham, Maine. Contact us for full-service solar, electric, battery backup, & EV charging solutions.","Solar Power New England is a full-service solar (PV), electric, battery backup, and EV charging installation professional. We design, install, troubleshoot, and help homeowners and businesses manage their energy usage.","""Solar Power New England is a full-service solar (PV), electric, battery backup, and EV charging installation professional. We design, install, troubleshoot, and help homeowners and businesses manage their energy usage.""",Home & Commercial,English,"Gorham, Maine","Gorham, Maine",contact@solarpowerne.com,2073870037,https://www.facebook.com/spnemaine,https://instagram.com/solarpowerne,Black Owned Maine
Solsa Hot Sauce,https://www.blackownedmaine.com/bom-listing/solsa-hot-sauce/,https://www.solsahotsauce.com,"Discover the Caribbean-born Solsa Hot Sauce, hand-crafted in Maine. Blackowned, visit our store & get unique blend with Scotch Bonnet pepper.","Back in the days, there used to be a jar of spicy goodness in the center of every table of my childhood.","The Solsa Original Hot Sauce was born in the Caribbean and it is now hand-crafted here in Maine. Made with SCOTCH BONNET PEPPERS straight from my mother’s garden (still in the Caribbean) in small, lim",Grocery & Convenience Stores,English,"Newcastle, Maine","Newcastle, Maine",info@solsahotsauce.com,9176085949,https://www.facebook.com/solsaHotSauce,https://www.instagram.com/solsa_hot_sauce,Black Owned Maine
Somali Bantu Baskets,https://www.blackownedmaine.com/bom-listing/somali-bantu-baskets/,http://sbantubaskets.weebly.com/who-we-are.html,"Discover the rich heritage of Somali Bantu baskets, a Black-owned in Lewiston, Maine. Handwoven tradition, cultural elegance. Visit us today.","The Somali Bantu have a very rich African culture of art, music and healing traditions that we have turned to when governments have denied us access to basic necessities. Basket making is one of the oldest traditional arts of the Somali Bantus. A basket was not simply a container, but it was a form of art that represented the dignity of the bearer. One could determine a person’s social status from the kind of basket they carried. Basket making for the Somali Bantus was a significant aspect of our culture, and throughout the regions, people created different kinds of baskets. The Somali Bantus are not organized into tribes, except when that was imposed on us by people demanding that we become slave owners. The way we identify is by region and by the arts and tools they use. A brother can live in a different part of a geographic region, and because of this, he will identify more with that region than with the group to which his brother belongs.","The Somali Bantu have a very rich African culture of art, music and healing traditions that we have turned to when governments have denied us access to basic necessities. Basket making is one of the…",Art & Music,NA,"Lewiston, Maine","Lewiston, Maine",NA,NA,,,Black Owned Maine
Somali Bantu Community Association of Maine,https://www.blackownedmaine.com/bom-listing/somali-bantu-community-association-of-maine/,https://somalibantumaine.org/,"Join Lewiston Somali Bantu community in empowering refugee with transitional services, advocacy, food produce for economic thriving in Maine.","The mission of the Somali Bantu Community Association of Maine or SBCA is to provide vital transitional services, advocacy, and food production that empowers members of the refugee community to uphold cultural identity and economic well-being to thrive as New Mainers. Their programs include farming, story-telling, translation and interpretation services and more. For more information on the different programs and initiatives and to potentially get involved please visit their website.","The mission of the Somali Bantu Community Association of Maine or SBCA is to ""provide vital transitional services, advocacy, and food production that empowers members of the refugee community","Cultural Organizations, Nonprofits","Somali, English","145 Pierce Street Suite 101 Lewiston, Maine","Lewiston, Maine",info@somalibantumaine.org,NA,https://www.facebook.com/somalibantumaine,https://instagram.com/somalibantumaine,Black Owned Maine
Sommerville Construction,https://www.blackownedmaine.com/bom-listing/sommerville-construction/,http://www.sommervilleconstruction.com/,NA,"Jordane Sommerville has several years experience working as a carpenter, and has been running his own business for over four years in Maine. Born in Jamaica, he moved to the Maine in 2018. He has a degree in Construction Technology from Southern Maine Community College. Jordane is a well-rounded carpenter and general contractor with a wide variety of capabilities. He is flexible and willing to work with customers to accommodate their needs.","Jordane Sommerville has several years experience working as a carpenter, and has been running his own business for over four years in Maine. Born in Jamaica, he moved to the Maine in 2018. He has…",Home & Commercial,English,"Portland, Maine","Portland, Maine",SommervilleConstruction@outlook.com,2075224260,,,Black Owned Maine
South Sudanese Community of Maine,https://www.blackownedmaine.com/bom-listing/south-sudanese-community-of-maine/,NA,"Join a Black community-led Immigrant Organization in Portland promoting education, finance and advancing South Sudanese interests in Maine.","We are a Immigrant Organization and our goal is to promote and advance the interests of the South Sudanese people in all aspects of life and work in Maine. Our Direct Service/Basic Needs – General Assistance, Education – Higher, Financial – Saving, Youth – Juvenile Justice, Youth – Responsible Behavior.",We are a Immigrant Organization and our goal is to promote and advance the interests of the South Sudanese people in all aspects of life and work in Maine. Our Direct Service/Basic Needs - General…,"Cultural Organizations, Nonprofits",English,"500 Forest Ave Unit 8 Portland, Maine","Portland, Maine",kmalwal2@gmail.com,NA,https://www.facebook.com/SSCofMaine,,Black Owned Maine
South Sudanese Group of Friends,https://www.blackownedmaine.com/bom-listing/south-sudanese-group-of-friends/,NA,"Join a Black-owned nonprofit in Portland, Maine empowering South Sudanese communities through financial, social, and vocational support.","They’re a non profit organization that provides financial, social and vocational support to people of south Sudan .","They're a non profit organization that provides financial, social and vocational support to people of south Sudan . Their mission is to partner with grassroots initiatives to empower the people of South Sudan through sustainable,…",Nonprofits,"English, Swahili, Arabic, Portuguese, French","11 Lisbon Street Suite 104 Portland , Maine","Portland, Maine",Southsudanesegroupoffriends@gmail.com,NA,https://www.facebook.com/people/South-Sudanese-Group-of-Friends/100080723287667/,,Black Owned Maine
Southern Maine Brazilian Jiu-Jitsu,https://www.blackownedmaine.com/bom-listing/southern-maine-brazilian-jiu-jitsu/,NA,"Discover martial arts excellence with a black instructor in South Portland, Maine. Join us for fitness, skillful training and self defense.",Martial arts gym/instruction,Martial arts gym/instruction,Sports & Fitness,NA,"333 Clarks Pond Parkway Maine Warrior Gym South Portland, Maine","Portland, Maine",rodrigombjj@gmail.com,2073704298,https://www.facebook.com/southernmainebjj,https://instagram.com/southernmaine_bjj,Black Owned Maine
Stephanie Hair,https://www.blackownedmaine.com/bom-listing/stephanie-hair/,https://squareup.com/appointments/book/2bxr2kh3r8oad0/L2NB8HNTGT2P7/services,"Book our Black-owned hair salon at Portland, Maine offering diverse styles: box braids, cornrows, wig installations, locs, crochet braids.","Hair salon owned by Stephanie Mbiyavanga. We do all kinds of hair styles like box braids, cornrows, wig installations, locs/dreads, crochet braids. Please contact us to set up an appointment.","Hair salon owned by Stephanie Mbiyavanga. We do all kinds of hair styles like box braids, cornrows, wig installations, locs/dreads, crochet braids. Please contact us to set up an appointment.",Beauty and Barber Shops,"English, Lingala, French, Portuguese","52 Pleasant Street Suite 3 Portland, Maine","Portland, Maine",stephaniehair75@gmail.com,2075183796,https://www.facebook.com/stephia.mbiyavanga,https://instagram.com/stephanie.hairr,Black Owned Maine
